filename,input_text,target_text,generated_summary,bert_similarity,rouge1,rouge2,rougeL,rougeLsum
ARXIV_2409_18013.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Data-driven simulation of physical systems has recently kindled significant attention, where many neural models have been developed.</BACKGROUND> <BACKGROUND>In particular, mesh-based graph neural networks (GNNs) have demonstrated significant potential in predicting spatiotemporal dynamics across arbitrary geometric domains.</BACKGROUND> <BACKGROUND>However, the existing node-edge message passing mechanism in GNNs limits the model's representation learning ability.</BACKGROUND> <CONTRIBUTION>In this paper, we proposed a cell-embedded GNN model (aka CeGNN) to learn spatiotemporal dynamics with lifted performance.</CONTRIBUTION> <CONTRIBUTION>Specifically, we introduce a learnable cell attribution to the node-edge message passing process, which better captures the spatial dependency of regional features.</CONTRIBUTION> <CONTRIBUTION>Such a strategy essentially upgrades the local aggregation scheme from the first order (e.g., from edge to node) to a higher order (e.g., from volume to edge and then to node), which takes advantage of volumetric information in message passing.</CONTRIBUTION> <CONTRIBUTION>Meanwhile, a novel feature-enhanced block is designed to further improve the performance of CeGNN and relieve the over-smoothness problem, via treating the latent features as basis functions.</CONTRIBUTION> <CONTRIBUTION>The extensive experiments on various PDE systems and one real-world dataset demonstrate that CeGNN achieves superior performance compared with other baseline models, particularly reducing the prediction error with up to 1 orders of magnitude on several PDE systems.</CONTRIBUTION> </ABSTRACT>","CeGNN is a new AI model that watches how linked regions change over time. It adds two key ideas to keep important details from disappearing as data flows through the network. First, it uses a “cell” step that stores crucial information before it gets mixed in. Second, it adds extra feature blocks that help the model remember what matters. Unlike older methods that only pass messages along connections, CeGNN also looks at how the size (volume) of each region grows or shrinks. In tests on both computer-generated physics problems and real-world data, CeGNN cut its prediction errors by up to ten times compared to earlier graph-based models.","The paper proposes a cell-embedded GNN model to learn spatiotemporal dynamics with lifted performance. CeGNN achieves superior performance compared with other baseline models, particularly reducing the prediction error with up to 1 orders of magnitude on several PDE systems. A novel feature-enhanced block is designed to further improve the performance and relieve the over-smoothness problem.",0.44246113,28.57142857142857,3.614457831325301,13.095238095238093,23.809523809523807
ARXIV_1604_05722.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The eclipses of certain types of binary millisecond pulsars (i.e. ‘black widows’ and ‘redbacks’) are often studied using high-time-resolution, ‘beamformed’ radio observations.</BACKGROUND> <BACKGROUND>However, they may also be detected in images generated from interferometric data.</BACKGROUND> <CONTRIBUTION>As part of a larger imaging project to characterize the variable and transient sky at radio frequencies $<200,\mathrm{MHz}$, we have blindly detected the redback system PSR~J2215+5135 as a variable source of interest with the Low-Frequency Array (LOFAR).</CONTRIBUTION> <CONTRIBUTION>Using observations with cadences of two weeks--six months, we find preliminary evidence that the eclipse duration is frequency dependent ($\propto\nu^{-0.4}$), such that the pulsar is eclipsed for longer at lower frequencies, in broad agreement with beamformed studies of other similar sources.</CONTRIBUTION> <CONTRIBUTION>Furthermore, the detection of the eclipses in imaging data suggests an eclipsing medium that absorbs the pulsed emission, rather than scattering it.</CONTRIBUTION> <CONTRIBUTION>Our study is also a demonstration of the prospects of finding pulsars in wide-field imaging surveys with the current generation of low-frequency radio telescopes.</CONTRIBUTION> </ABSTRACT>","Pulsars are spinning neutron stars that send out regular radio pulses. Instead of using special narrow scans, these scientists used LOFAR—a radio telescope that takes wide‐field sky images—to spot the pulsar PSR J2215+5135. They found that when the pulsar is eclipsed (its signal disappears), the eclipse lasts longer at lower radio frequencies in a simple pattern: lower frequency means a longer eclipse. By watching exactly when the pulses vanished, they showed the radio waves are absorbed by the blocking material, not just scattered away. This work proves that using wide‐field, low‐frequency images is a powerful new way to find and study pulsars.","The eclipses of certain types of binary millisecond pulsars are often studied using high-time-resolution, ‘beamformed’ radio observations. However, they may also be detected in images generated from interferometric data. Using observations with cadences of two weeks--six months, we find preliminary evidence that the eclipse duration is frequency dependent.",0.78094155,22.641509433962263,2.547770700636943,11.320754716981131,17.61006289308176
ARXIV_1912_01184.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Black holes and wormholes are solutions of Einstein's field equations, both of which, from afar, can look like a central mass.</BACKGROUND> <CONTRIBUTION>We show here that although at large distances both behave like Newtonian objects, close to the event horizon or to the throat, black holes and wormholes have different tidal effects on stars, due to their respective geometries.</CONTRIBUTION> <CONTRIBUTION>We quantify this difference by a numerical procedure in the Schwarzschild black hole and the exponential wormhole backgrounds, and compare the peak fallback rates of tidal debris in these geometries.</CONTRIBUTION> <CONTRIBUTION>The tidal disruption rates in these backgrounds are also computed.</CONTRIBUTION> <CONTRIBUTION>It is shown that these quantities are a few times higher for wormholes, compared to the black hole cases.</CONTRIBUTION> </ABSTRACT>","This study explains that black holes and wormholes, though they seem the same from far away, actually pull stars apart in different ways when you get close. Using computer simulations, the researchers measured how often stars break up and how much debris falls back near both Schwarzschild black holes and exponential-model wormholes. They found wormholes cause a few times more stellar disruption and debris return than black holes, suggesting a clear method to tell these exotic objects apart.","Black holes and wormholes are solutions of Einstein's field equations. At large distances both behave like Newtonian objects. But close to the event horizon, black holes have different tidal effects on stars. We quantify this difference by a numerical procedure in the Schwarzschild black hole and the exponential wormhole backgrounds.",0.6917664,35.384615384615394,10.9375,21.53846153846154,27.6923076923077
ARXIV_2407_02876.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Mobile robots, becoming increasingly autonomous, are capable of operating in diverse and unknown environments.</BACKGROUND> <BACKGROUND>This flexibility allows them to fulfill goals independently and adapting their actions dynamically without rigidly predefined control codes.</BACKGROUND> <BACKGROUND>However, their autonomous behavior complicates guaranteeing safety and reliability due to the limited influence of a human operator to accurately supervise and verify each robot's actions.</BACKGROUND> <BACKGROUND>To ensure autonomous mobile robot's safety and reliability, which are aspects of dependability, methods are needed both in the planning and execution of missions for autonomous mobile robots.</BACKGROUND> <CONTRIBUTION>In this article, a twofold approach is presented that ensures fault removal in the context of mission planning and fault prevention during mission execution for autonomous mobile robots.</CONTRIBUTION> <CONTRIBUTION>First, the approach consists of a concept based on formal verification applied during the planning phase of missions.</CONTRIBUTION> <CONTRIBUTION>Second, the approach consists of a rule-based concept applied during mission execution.</CONTRIBUTION> <CONTRIBUTION>A use case applying the approach is presented, discussing how the two concepts complement each other and what contribution they make to certain aspects of dependability.</CONTRIBUTION> </ABSTRACT>","Autonomous robots can explore on their own, but it’s hard to keep them safe when no one can watch every step. This paper introduces two new ideas to solve this. First, it uses a mathematical check on the robot’s mission plan before it starts to catch any mistakes early. Second, it adds a simple rule-based system that watches the robot during its mission and stops things if something goes wrong. Together, these methods find errors before they happen and prevent problems in real time, making self-driving robots much more reliable.","Mobile robots, becoming increasingly autonomous, are capable of operating in diverse and unknown environments. Their autonomous behavior complicates guaranteeing safety and reliability due to the limited influence of a human operator to accurately supervise and verify each robot's actions. methods are needed both in the planning and execution of missions for autonomous mobile robots.",0.6586098,24.161073825503355,1.3605442176870748,12.080536912751677,16.10738255033557
ARXIV_1807_01978.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>We study the relation between the metallicity of quasar broad line region (BLR) and black hole (BH) mass ($10^{7.5}M_{\odot} \sim 10^{10}M_{\odot}$) and quasar bolometric luminosity ($10^{44.6}erg/s \sim 10^{48} erg/s$) using a sample of $\sim$130,000 quasars at $2.25\leq z\leq 5.25$ from Sloan Digital Sky Survey (SDSS) Data Release 12 (DR12).</BACKGROUND> <BACKGROUND>We generate composite spectra by stacking individual spectra in the same BH mass (bolometric luminosity) and redshift bins and then estimate the metallicity of quasar BLR using metallicity-sensitive broad emission-line flux ratios based on the photoionization models.</BACKGROUND><CONTRIBUTION>We find a significant correlation between quasar BLR metallicity and BH mass (bolometric luminosity) but no correlation between quasar BLR metallicity and redshift.</CONTRIBUTION> <BACKGROUND>We also compare the metallicity of quasar BLR and that of host galaxies inferred from the mass-metallicity relation of star-forming galaxy at $z\sim2.3$ and $z\sim3.5$.</BACKGROUND><CONTRIBUTION>We find quasar BLR metallicity is 0.3 $\sim$ 1.0 dex higher than their host galaxies.</CONTRIBUTION><CONTRIBUTION>This discrepancy cannot be interpreted by the uncertainty due to different metallicity diagnostic methods, mass-metallicity relation of galaxy, metallicity gradient in quasar host galaxies, BH mass estimation, the effect of different spectral energy distribution (SED) models, and a few other potential sources of uncertainties.</CONTRIBUTION><CONTRIBUTION>We propose a possibility that the high metallicity in quasar BLR might be caused by metal enrichment from massive star formation in the nucleus region of quasars or even the accretion disk.</CONTRIBUTION> </ABSTRACT>","Quasars with bigger black holes or brighter light have more metals in their surrounding gas clouds, and this metal richness stays the same no matter how far away the quasars are. The gas right near these quasars is about two to ten times richer in metals than the galaxies that host them. The researchers checked their methods carefully to make sure these results weren’t just measurement errors. They think that bursts of massive star formation—either very close to the black hole or in the disk of material falling into it—could explain why these regions are so full of metals.",We study the relation between the metallicity of quasar broad line region (BLR) and black hole (BH) mass. We find a significant correlation between BLR metalicity and BH mass (bolometric luminosity) but no correlation with redshift.,0.6386978,17.39130434782609,1.4705882352941175,10.144927536231885,15.942028985507248
ARXIV_quant_ph_9607025.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>In the first part (Sections 1 and 2) of this paper ––starting from the Pauli current, in the ordinary tensorial language–– we obtain the decomposition of the non-relativistic field velocity into two orthogonal parts: (i) the “classical” part, that is, the 3-velocity w = p/m of the center-of-mass (CM), and (ii) the so-called “quantum” part, that is, the 3-velocity V of the motion in the CM frame (namely, the internal “spin motion” or zitterbewegung).</BACKGROUND> <BACKGROUND>By inserting such a complete, composite expression of the velocity into the kinetic energy term of the non-relativistic classical (i.e., Newtonian) Lagrangian, we straightforwardly get the appearance of the so-called “quantum potential” associated, as it is known, with the Madelung fluid.</BACKGROUND><CONTRIBUTION>This result carries further evidence that the quantum behaviour of micro-systems can be a direct consequence of the fundamental existence of spin.</CONTRIBUTION><CONTRIBUTION>In the second part (Sections 3 and 4), we fix our attention on the total 3-velocity v = w + V, it being now necessary to pass to relativistic (classical) physics; and we show that the proper time entering the definition of the four-velocity v^μ for spinning particles has to be the proper time τ of the CM frame.</CONTRIBUTION><CONTRIBUTION>Inserting the correct Lorentz factor into the definition of v^μ leads to completely new kinematical properties for v_μ v^μ.</CONTRIBUTION><CONTRIBUTION>The important constraint p_μ v^μ = m, identically true for scalar particles, but just assumed a priori in all previous spinning particle theories, is herein derived in a self-consistent way.</CONTRIBUTION> </ABSTRACT>","This paper shows that the odd “quantum potential” effects in tiny particles come just from their spin, like a built-in twist. Next, the authors update Einstein’s relativity by choosing the right “clock” to track time for spinning particles. They find new rules for how these particles move when they go very fast. Finally, they work out the key physics formula 𝑝 ⋅ 𝑣 = 𝑚 (momentum times velocity equals mass) from the ground up instead of just taking it for granted.","This result carries further evidence that the quantum behaviour of micro-systems can be a direct consequence of the fundamental existence of spin. The important constraint p_μ v^μ = m, identically true for scalar particles, but just assumed a priori in all previous spinning particle theories, is herein derived in a self-consistent way.",0.5993097,24.427480916030532,3.10077519379845,15.267175572519085,21.37404580152672
ARXIV_2503_07951.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>α-MnTe, an A-type collinear antiferromagnet, has recently attracted significant attention due to its pronounced spin splitting despite having net zero magnetization, a phenomenon unique for a new class of magnetism dubbed altermagnetism.</BACKGROUND> ​","This study looks at a material called α-MnTe, which has tiny magnets that cancel each other out but still create a strong split in electron spins. The authors built a simple mathematical model using the crystal’s symmetry rules and computer simulations to show how electrons move differently at important spots in the crystal. They discovered that the usually weak spin-orbit interaction actually drives this big effect. Finally, their work gives scientists a clear plan for testing these new “altermagnetic” behaviors in the lab.","α-MnTe, an A-type collinear antiferromagnet, has recently attracted significant attention due to its pronounced spin splitting despite having net zero magnetization. This is a phenomenon unique for a new class of magnetism dubbed altermag netism.",0.7074092,19.834710743801654,0.0,13.223140495867769,16.528925619834713
ARXIV_2308_09191.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The potential of integrating public transit with ridesharing includes shorter travel time for commuters and higher occupancy rate of personal vehicles and public transit ridership.</BACKGROUND> <BACKGROUND>In this paper, we describe a centralized transit system that integrates public transit and ridesharing to reduce travel time for commuters.</BACKGROUND> <BACKGROUND>In the system, a set of ridesharing providers (drivers) and a set of public transit riders are received.</BACKGROUND> <BACKGROUND>The optimization goal of the system is to assign riders to drivers by arranging public transit and ridesharing combined routes subject to shorter commuting time for as many riders as possible.</BACKGROUND><CONTRIBUTION>We give an exact algorithm, which is an ILP formulation based on a hypergraph representation of the problem.</CONTRIBUTION> <CONTRIBUTION>By using the ILP and the hypergraph, we give approximation algorithms based on LP-rounding and hypergraph matching/weighted set packing, respectively.</CONTRIBUTION> <CONTRIBUTION>As a case study, we conduct an extensive computational study based on real-world public transit dataset and ridesharing dataset in Chicago city.</CONTRIBUTION> <CONTRIBUTION>To evaluate the effectiveness of the transit system and our algorithms, we generate data instances from the datasets.</CONTRIBUTION> <CONTRIBUTION>The experimental results show that more than 60% of riders are assigned to drivers on average, riders' commuting time is reduced by 23% and vehicle occupancy rate is improved to almost 3.</CONTRIBUTION> <CONTRIBUTION>Our proposed algorithms are efficient for practical scenarios.</CONTRIBUTION> </ABSTRACT>","This paper builds a system that uses both buses/trains and shared rides to help people travel faster. It creates a precise algorithm and simpler approximation methods to match riders with drivers, and tests these on Chicago data, finding that it cuts travel time by 23%, matches over 60% of riders, and boosts vehicle use to nearly three people per trip. These findings show their methods work well in real life.","The potential of integrating public transit with ridesharing includes shorter travel time for commuters. The optimization goal of the system is to assign riders to drivers. More than 60% of riders are assigned to driver on average, riders' commuting time is reduced by 23% and vehicle occupancy rate is improved to almost 3.",0.69192535,27.419354838709676,6.557377049180328,19.35483870967742,22.58064516129032
ARXIV_astro_ph_0205031.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <CONTRIBUTION>We present new Hubble Space Telescope, high-resolution optical imaging of the submillimeter luminous Lyman break galaxy (LBG), Westphal-MMD 11, an interacting starburst at z = 2.979.</CONTRIBUTION> <CONTRIBUTION>The new imaging data, in conjunction with reanalysis of Keck optical and near-IR spectra, demonstrate MMD 11 to be an interacting system of at least three components: a luminous blue source, a fainter blue source, and an extremely red object (ERO) with R–K ≳ 6.</CONTRIBUTION> <BACKGROUND>The separations between components are ∼8 kpc (Λ = 0.7, ΩM = 0.3, h = 0.65), similar to some of the local ultraluminous infrared galaxies (ULIGs).</BACKGROUND> <CONTRIBUTION>The lack of obvious active galactic nucleus in MMD 11, along with the fragmented, early-stage merger morphology, suggest a young forming environment.</CONTRIBUTION> <CONTRIBUTION>While we cannot unambiguously identify the location of the far-IR emission within the system, analogy to similar ULIGs suggests the ERO as the likely far-IR source.</CONTRIBUTION> <CONTRIBUTION>The greater than 10¹² L☉ bolometric luminosity of MMD 11 can be predicted reasonably from its rest-frame UV properties once all components are taken into account; however, this is not typically the case for local galaxies of similar luminosities.</CONTRIBUTION> <BACKGROUND>While LBGs as red in g–R and R–K as MMD 11 are rare, they can only be found over the restricted 2.7 < z < 3.0 range.</BACKGROUND> <CONTRIBUTION>Therefore, a substantial number of MMD 11-like galaxies (≃0.62 arcmin⁻²) may exist when integrated over the likely redshift range of SCUBA sources (z = 1–5), suggesting that SCUBA sources should not necessarily be seen as completely orthogonal to optically selected galaxies.</CONTRIBUTION> </ABSTRACT>","This paper looks at new images from the Hubble and Keck telescopes. It shows that Westphal-MMD 11 is actually three galaxies interacting with each other. The authors also identify which of the three shines brightest in infrared light. They then measure its ultraviolet brightness and use that to suggest that other rare, red “Lyman break” galaxies were actually quite common in the early universe. Finally, they demonstrate that combining data from different telescopes can uncover hidden shapes and intense bursts of star formation in very distant galaxies.","New Hubble Space Telescope, high-resolution optical imaging of the submillimeter luminous Lyman break galaxy (LBG) Westphal-MMD 11, an interacting starburst at z = 2.979. The lack of obvious active galactic nucleus in MMD 11 and the fragmented, early-stage merger morphology suggest a young forming environment.",0.76930696,30.88235294117647,7.46268656716418,19.11764705882353,26.47058823529412
ARXIV_1411_7798.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>In multimedia applications, the text and image components in a web document form a pairwise constraint that potentially indicates the same semantic concept.</BACKGROUND> <BACKGROUND>This paper studies cross-modal learning via the pairwise constraint and aims to find the common structure hidden in different modalities.</BACKGROUND> <CONTRIBUTION>We first propose a compound regularization framework to address the pairwise constraint, which can be used as a general platform for developing cross-modal algorithms.</CONTRIBUTION> <CONTRIBUTION>For unsupervised learning, we propose a multi-modal subspace clustering method to learn a common structure for different modalities.</CONTRIBUTION> <CONTRIBUTION>For supervised learning, to reduce the semantic gap and the outliers in pairwise constraints, we propose a cross-modal matching method based on compound ℓ21 regularization.</CONTRIBUTION> <CONTRIBUTION>Extensive experiments demonstrate the benefits of joint text and image modeling with semantically induced pairwise constraints, and they show that the proposed cross-modal methods can further reduce the semantic gap between different modalities and improve the clustering/matching accuracy.</CONTRIBUTION> </ABSTRACT>","This paper shows how to link text and images by finding shared hidden patterns. The authors build a new mathematical framework and use it to create two tools: one that groups text and images without labels, and another that matches them when labels are present. Their tests prove these tools work better at reducing mistakes and improving accuracy in combining text and image data.","This paper studies cross-modal learning via the pairwise constraint. It aims to find the common structure hidden in different modalities. For unsupervised learning, we propose a multi- modal subspace clustering method. To reduce the semantic gap and the outliers in Pairwise constraints, We propose an algorithm based on compound ℓ21 regularization.",0.36970675,20.689655172413794,1.7543859649122806,17.24137931034483,20.689655172413794
