FILENAME,input_text,target_text,generated,rouge1,rouge2,rougeL,rougeLsum,bert_similarity
ARXIV_1411_7798.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>In multimedia applications, the text and image components in a web document form a pairwise constraint that potentially indicates the same semantic concept.</BACKGROUND> <BACKGROUND>This paper studies cross-modal learning via the pairwise constraint and aims to find the common structure hidden in different modalities.</BACKGROUND> <BACKGROUND>We first propose a compound regularization framework to address the pairwise constraint, which can be used as a general platform for developing cross-modal algorithms.</BACKGROUND> <CONTRIBUTION>For unsupervised learning, we propose a multi-modal subspace clustering method to learn a common structure for different modalities.</CONTRIBUTION> <BACKGROUND>For supervised learning, to reduce the semantic gap and the outliers in pairwise constraints, we propose a cross-modal matching method based on compound ℓ21 regularization.</BACKGROUND> <BACKGROUND>Extensive experiments demonstrate the benefits of joint text and image modeling with semantically induced pairwise constraints, and they show that the proposed cross-modal methods can further reduce the semantic gap between different modalities and improve the clustering/matching accuracy.</BACKGROUND> </ABSTRACT>","This paper shows how to link text and images by finding shared hidden patterns. The authors build a new mathematical framework and use it to create two tools: one that groups text and images without labels, and another that matches them when labels are present. Their tests prove these tools work better at reducing mistakes and improving accuracy in combining text and image data.","This paper studies cross-modal learning via the pairwise constraint, which shows how different parts of a web page can tell different stories. The authors first created a simple way to break down these tricky rules into simpler building blocks. Then they designed a new, all-in-one clustering method that works in both supervised and unsupervised versions of the same problem. In tests, they showed that using both text and image data together can make these methods better at spotting hidden patterns and make them more accurate at matching ideas.",0.39999999999999997,0.11764705882352941,0.23225806451612904,0.3354838709677419,0.52823484
ARXIV_1506_00902.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>We propose a novel method to constrain the spatial extent of dust around galaxies through the measurement of dust temperature.</BACKGROUND> <BACKGROUND>Our method combines the dust emission of galaxies from far-infrared (FIR) image stacking analysis and the quasar reddening due to the dust absorption around galaxies.</BACKGROUND> <CONTRIBUTION>As a specific application of our method, we use the stacked FIR emission profiles of SDSS photometric galaxies over the IRAS 100$\mu$m map, and the recent measurement of the SDSS galaxy-quasar cross-correlation.</CONTRIBUTION> <CONTRIBUTION>If we adopt a single-temperature dust model, the resulting temperature is around 18K, which is consistent with a typical dust temperature for a central part of galaxies.</CONTRIBUTION> <CONTRIBUTION>If we assume an additional dust component with much lower temperature, the current data imply the temperature of the galactic dust needs to be higher, 20K to 30K.</CONTRIBUTION> <CONTRIBUTION>Since the model of the density and temperature distribution of dust adopted in the current paper is very simple, we cannot draw any strong conclusion at this point.</CONTRIBUTION> <BACKGROUND>Nevertheless our novel method with the elaborated theoretical model and multi-band measurement of dust will offer an interesting constraint on the statistical nature of galactic dust.</BACKGROUND> </ABSTRACT>","This study describes an easy way to measure dust around galaxies. Scientists use heat-sensitive camera images and see how light from distant quasars turns reddish when it passes through dust. From two large sky surveys, they found that this dust is very cold—about 18 K in a basic model and up to 20–30 K when extra cold dust is added. By combining these two tricks, astronomers can better tell how much dust circles a galaxy and how chilly it really is.","Galaxies can have super-heated dust around them, and scientists need to measure how hot that dust is to figure out how big and what shape it is. This paper presents a new method that uses both infrared telescope images and computer models of how gas around a galaxy changes when it comes into contact with each other. Using this trick, they can measure the exact density and temperature of galactic dust using both the standard telescope image stacking method and a special infrared map called the IRAS 100$\mu$m map. Their results show that if you add an extra dust component, the average dust temperature needs to be about 20K to 30K, which is a much higher limit than what scientists had expected. As a result, their method could help astronomers study how the Earth’s dust behaves in galaxies for much longer.",0.37554585152838427,0.05286343612334801,0.165938864628821,0.34061135371179035,0.81586844
ARXIV_1604_05722.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The eclipses of certain types of binary millisecond pulsars (i.e.</BACKGROUND> <BACKGROUND>'black widows' and 'redbacks') are often studied using high-time-resolution, 'beamformed' radio observations.</BACKGROUND> <CONTRIBUTION>However, they may also be detected in images generated from interferometric data.</CONTRIBUTION> <CONTRIBUTION>As part of a larger imaging project to characterize the variable and transient sky at radio frequencies <200 MHz, we have blindly detected the redback system PSR J2215+5135 as a variable source of interest with the Low-Frequency Array (LOFAR).</CONTRIBUTION> <CONTRIBUTION>Using observations with cadences of two weeks - six months, we find preliminary evidence that the eclipse duration is frequency dependent (∝ν-0.4), such that the pulsar is eclipsed for longer at lower frequencies, in broad agreement with beamformed studies of other similar sources.</CONTRIBUTION> <CONTRIBUTION>Furthermore, the detection of the eclipses in imaging data suggests an eclipsing medium that absorbs the pulsed emission, rather than scattering it.</CONTRIBUTION> <CONTRIBUTION>Our study is also a demonstration of the prospects of finding pulsars in wide-field imaging surveys with the current generation of low-frequency radio telescopes.</CONTRIBUTION> </ABSTRACT>","Pulsars are spinning neutron stars that send out regular radio pulses. Instead of using special narrow scans, these scientists used LOFAR—a radio telescope that takes wide‐field sky images—to spot the pulsar PSR J2215+5135. They found that when the pulsar is eclipsed (its signal disappears), the eclipse lasts longer at lower radio frequencies in a simple pattern: lower frequency means a longer eclipse. By watching exactly when the pulses vanished, they showed the radio waves are absorbed by the blocking material, not just scattered away. This work proves that using wide‐field, low‐frequency images is a powerful new way to find and study pulsars.","Scientists used the Low-Frequency Array (LOFAR) telescope to study the eclipses of certain types of binary pulsars—something called 'black widows' and 'redbacks'—at radio frequencies up to 200 MHz. They found that the duration of these episodes is largely determined by how strong the signal is, and that it lasts for longer if the sky is clear. This new method makes it much easier to spot these rare cosmic shapes in wide-field imaging surveys.",0.4324324324324324,0.08743169398907104,0.2162162162162162,0.41081081081081083,0.7982346
ARXIV_1803_06960.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Good tools can bring mechanical verification to programs written in mainstream functional languages.</BACKGROUND> <BACKGROUND>We use hs-to-coq to translate significant portions of Haskell’s containers library into Coq, and verify it against specifications that we derive from a variety of sources including type class laws, the library’s test suite, and interfaces from Coq’s standard library.</BACKGROUND> <CONTRIBUTION>Our work shows that it is feasible to verify mature, widely-used, highly optimized, and unmodified Haskell code.</CONTRIBUTION> <CONTRIBUTION>We also learn more about the theory of weight-balanced trees, extend hs-to-coq to handle partiality, and – since we found no bugs – attest to the superb quality of well-tested functional code.</CONTRIBUTION> </ABSTRACT>","This paper shows how you can use one program to prove that another program works correctly. The authors picked a popular Haskell library and used a tool called hs-to-coq to turn its code into Coq, which is a system for checking proofs. They ran the library’s existing tests inside Coq and used Coq’s logic rules to verify every function. They also upgraded hs-to-coq so it can handle parts of the code that aren’t always defined. Along the way, they discovered new facts about special tree structures. In the end, they found no mistakes, proving that well-tested functional code can be trusted to be correct.","This paper introduces a new tool called hs-to-coq that can check programs written in functional languages like Haskell with help from a powerful built-in test suite called Coq. The authors show that using this tool you can build and test programs in Haskell without changing any of the language’s features. Instead, you only need to add new features and use the existing ones, like type systems and interfaces from the standard library. They prove that this new method is easy to test and produces reliable results quickly. Finally, they update the original Haskell code so it works even when parts of it are replaced by new systems.",0.47533632286995514,0.1085972850678733,0.19730941704035876,0.41255605381165916,0.81004745
ARXIV_1806_01393.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The deterministic (timing) behavior of real-time systems (RTS) can be used by adversaries - say, to launch side channel attacks or even destabilize the system by denying access to critical resources.</BACKGROUND> <BACKGROUND>We propose a protocol (named REORDER) to obfuscate this predictable timing behavior of RTS, especially ones designed using dynamic-priority scheduling algorithms (e.g., EDF).</BACKGROUND> <CONTRIBUTION>We also present a metric (named ""schedule entropy"") that measures the levels of obfuscation introduced into a given real-time system.</CONTRIBUTION> <CONTRIBUTION>The REORDER protocol was integrated into the standard Linux real-time scheduler and evaluated on a realistic embedded platform (Raspberry Pi) running the MiBench automotive benchmark workloads.</CONTRIBUTION> <BACKGROUND>We also demonstrate how designers of RTS can increase the security of their systems and also quantitatively measure the impact (both in terms of security and performance) of using this protocol.</BACKGROUND> </ABSTRACT>","This paper looks at real-time systems that run tasks in very predictable ways—something attackers can use to their advantage. The authors introduce a method called REORDER that scrambles the order and timing of tasks so they’re much harder to guess. They also define “schedule entropy”, a simple score that shows how well the scrambling hides the pattern. Finally, they test REORDER on a Raspberry Pi and prove it boosts security without slowing down performance.","This paper looks at how to make real-time systems that run in the background as time passes. The authors created a new method called REORDER to hide the real time signals from systems using dynamic-priority scheduling systems (RTS) and make them harder to hack. They tested it on real Raspberry Pi computers and found it works well—both in terms of how well the system runs and how much it costs. Finally, they measured how quickly and efficiently these systems could run under the new protocol.",0.4848484848484848,0.2085889570552147,0.3272727272727272,0.46060606060606063,0.7399043
ARXIV_1807_01978.json,<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <CONTRIBUTION>Beijing Normal University; Alfred P. Sloan Research Fellowship; NSF [AST-1715579]; Alfred P. Sloan Foundation; U.S. Department of Energy Office of Science; Center for High Performance Computing at the University of Utah; Brazilian Participation Group; Carnegie Institution for Science; Carnegie Mellon University; Chilean Participation Group; French Participation Group; Harvard-Smithsonian Center for Astrophysics; Instituto de Astrofisica de Canarias; Johns Hopkins University; Kavli Institute for the Physics and Mathematics of the Universe (IPMU)/University of Tokyo; Lawrence Berkeley National Laboratory; Leibniz Institut fur Astrophysik Potsdam (AIP); Max-Planck-Institut fur Astronomie (MPIA Heidelberg); Max-Planck-Institut fur Astrophysik (MPA Garching); Max-Planck-Institut fur Extraterrestrische Physik (MPE); National Astronomical Observatories of China; New Mexico State University; New York University; University of Notre Dame; Observatario Nacional/MCTI; Ohio State University; Pennsylvania State University; Shanghai Astronomical Observatory; United Kingdom Participation Group; Universidad Nacional Autonoma de Mexico; University of Arizona; University of Colorado Boulder; University of Oxford; University of Portsmouth; University of Utah; University of Virginia; University of Washington; University of Wisconsin; Vanderbilt University; Yale University</CONTRIBUTION> </ABSTRACT>,"Quasars with bigger black holes or brighter light have more metals in their surrounding gas clouds, and this metal richness stays the same no matter how far away the quasars are. The gas right near these quasars is about two to ten times richer in metals than the galaxies that host them. The researchers checked their methods carefully to make sure these results weren’t just measurement errors. They think that bursts of massive star formation—either very close to the black hole or in the disk of material falling into it—could explain why these regions are so full of metals.","This paper looks at universities across the U.S. and Europe. It includes scientists from Beijing Normal University, the University of Utah, and the Max-Planck-Institut fur Astronomie. The authors also thank the Alfred P. Sloan Research Fellowship, which helps fund cutting-edge research into the universe’s outer layers. They also point out all the institutions involved—like the Carnegie Institution for Science, Harvard-Smithsonian Center for Astrophysics, Lawrence Berkeley National Laboratory and others—that helped make this work possible. Finally, they suggest ways other researchers can build on their work.",0.17435897435897435,0.0,0.10256410256410256,0.1641025641025641,0.26565304
ARXIV_1912_01184.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Black holes and wormholes are solutions of Einstein's field equations, both of which, from afar, can look like a central mass.</BACKGROUND> <BACKGROUND>We show here that although at large distances both behave like Newtonian objects, close to the event horizon or to the throat, black holes and wormholes have different tidal effects on stars, due to their respective geometries.</BACKGROUND> <CONTRIBUTION>We quantify this difference by a numerical procedure in the Schwarzschild black hole and the exponential wormhole backgrounds, and compare the peak fallback rates of tidal debris in these geometries.</CONTRIBUTION> <CONTRIBUTION>The tidal disruption rates in these backgrounds are also computed.</CONTRIBUTION> <CONTRIBUTION>It is shown that these quantities are a few times higher for wormholes, compared to the black hole cases.</CONTRIBUTION> </ABSTRACT>","This study explains that black holes and wormholes, though they seem the same from far away, actually pull stars apart in different ways when you get close. Using computer simulations, the researchers measured how often stars break up and how much debris falls back near both Schwarzschild black holes and exponential-model wormholes. They found wormholes cause a few times more stellar disruption and debris return than black holes, suggesting a clear method to tell these exotic objects apart.","Black holes and wormholes are solutions to Einstein’s gravity equations. From a distance, they look like solid, rotating disks but have different tidal patterns. The authors proved this by calculating how strong those forces can be when you zoomed in very close. They found that in the cases where the black hole is nearby, these forces are about three times stronger than those near the event horizon. This finding shows that even when black holes are very large, their surrounding dust can still be a powerful force.",0.3473053892215569,0.08484848484848485,0.20359281437125748,0.2754491017964072,0.6449021
ARXIV_2101_12333.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Given an (optimal) dynamic treatment rule, it may be of interest to evaluate that rule – that is, to ask the causal question: what is the expected outcome had every subject received treatment according to that rule?</BACKGROUND> <BACKGROUND>In this paper, we study the performance of estimators that approximate the true value of: 1) an a priori known dynamic treatment rule 2) the true, unknown optimal dynamic treatment rule (ODTR); 3) an estimated ODTR, a so-called “data-adaptive parameter,” whose true value depends on the sample.</BACKGROUND> <CONTRIBUTION>Using simulations of point-treatment data, we speciﬁcally investigate: 1) the impact of increasingly data-adaptive estimation of nuisance parameters and/or of the ODTR on performance; 2) the potential for improved efﬁciency and bias reduction through the use of semiparametric efﬁcient estimators; and, 3) the importance of sample splitting based on CV-TMLE for accurate inference.</CONTRIBUTION> <CONTRIBUTION>In the simulations considered, there was very little cost and many beneﬁts to using the cross-validated targeted maximum likelihood estimator (CV-TMLE) to estimate the value of the true and estimated ODTR; impor-tantly, and in contrast to non cross-validated estimators, the performance of CV-TMLE was maintained even when highly data-adaptive algorithms were used to estimate both nuisance parameters and the ODTR.</CONTRIBUTION> <BACKGROUND>In addition, we apply these estimators for the value of the rule to the “Interventions” Study, an ongoing randomized controlled trial, to identify whether assigning cognitive behavioral therapy (CBT) to criminal justice-involved adults with mental illness using an ODTR signiﬁcantly reduces the probability of recidivism, compared to assigning CBT in a non-individualized way.</BACKGROUND> </ABSTRACT>","This paper presents new ways to test how well personalized treatment plans work. First, the authors ran computer simulations to show that a special statistical method stays accurate and fair, even when it uses complicated algorithms. Then they used this approach on a real study of cognitive behavioral therapy for adults in the criminal justice system. They found that picking treatments with their best rule could greatly reduce the number of people who re-offend.","Researchers studied how to make computer models of how mental health patients should be treated with a special “dynamic treatment rule” (ODTR) and how accurate that rule is in predicting how people’s brains behave. They ran computer tests with real patient data and used a tool called CV-TMLE to compare the true and estimated ODTR values of different treatment methods. In doing so, they showed that using a reliable, data-adaptive method could make these models better at predicting the future behavior of people with mental illnesses—especially those at risk for recidivism.",0.39999999999999997,0.047619047619047616,0.18823529411764708,0.3176470588235294,0.5963381
ARXIV_2108_02941.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Disinformation through fake news is an ongoing problem in our society and has become easily spread through social media.</BACKGROUND> <BACKGROUND>The most cost- and time-effective way to filter these large amounts of data is to use a combination of human and technical interventions to identify it.</BACKGROUND> <BACKGROUND>From a technical perspective, Natural Language Processing (NLP) is widely used in detecting fake news.</BACKGROUND> <CONTRIBUTION>Social media companies use NLP techniques to identify the fake news and warn their users, but fake news may still slip through undetected.</CONTRIBUTION> <CONTRIBUTION>It is especially a problem in more localised contexts (outside the United States of America).</CONTRIBUTION> <CONTRIBUTION>How do we adjust fake news detection systems to work better for local contexts such as in South Africa.</CONTRIBUTION> <CONTRIBUTION>In this work we investigate fake news detection on South African websites.</CONTRIBUTION> <CONTRIBUTION>We curate a dataset of South African fake news and then train detection models.</CONTRIBUTION> <CONTRIBUTION>We contrast this with using widely available fake news datasets (from mostly USA website).</CONTRIBUTION> <CONTRIBUTION>We also explore making the datasets more diverse by combining them and observe the differences in behaviour in writing between nations’ fake news using interpretable machine learning.</CONTRIBUTION> </ABSTRACT>",The researchers gathered news articles from South African websites and trained computer models to spot fake news there. They then compared these models to ones built mostly on U.S. news and used special tools to see how writing styles differ. Their tests showed that tailoring fake-news detectors to local sources and mixing in diverse data makes the systems more accurate and easier to understand for each region.,"This study looks at fake news on South African websites. The authors created a dataset of real news stories and trained computer models to spot fakes. They then compared this with older, more reliable datasets from mostly U.S.-based sites. To make the AI learn better, they combined the differentfake news datasets and made each country’s writing style changes so it can tell which ones are real. Finally, machine learning can learn from these changes and spot more realistic articles by looking at how people write in different countries.",0.475,0.17721518987341772,0.28750000000000003,0.44999999999999996,0.81137264
ARXIV_2206_15306.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Recent work on deep learning for tabular data demonstrates the strong performance of deep tabular models, often bridging the gap between gradient boosted decision trees and neural networks.</BACKGROUND> <BACKGROUND>Accuracy aside, a major advantage of neural models is that they learn reusable features and are easily fine-tuned in new domains.</BACKGROUND> <CONTRIBUTION>This property is often exploited in computer vision and natural language applications, where transfer learning is indispensable when task-specific training data is scarce.</CONTRIBUTION> <CONTRIBUTION>In this work, we demonstrate that upstream data gives tabular neural networks a decisive advantage over widely used GBDT models.</CONTRIBUTION> <CONTRIBUTION>We propose a realistic medical diagnosis benchmark for tabular transfer learning, and we present a how-to guide for using upstream data to boost performance with a variety of tabular neural network architectures.</CONTRIBUTION> <CONTRIBUTION>Finally, we propose a pseudo-feature method for cases where the upstream and downstream feature sets differ, a tabular-specific problem widespread in real-world applications.</CONTRIBUTION> <CONTRIBUTION>Our code is available at https://github.com/LevinRoman/tabular-transfer-learning .</CONTRIBUTION> </ABSTRACT>","This paper shows how neural networks can learn from one table of data and then help with a different one—a big deal when medical data is scarce. First, the authors create a realistic medical test to check how well this “transfer learning” works. Next, they give a simple, step-by-step guide for using these pre-trained table models in practice. Finally, they introduce a clever trick called “pseudo-features” that fills in missing or mismatched data fields. Together, these ideas make it much easier to use deep learning on real-world tables.","This paper shows that using tabular data instead of raw neural data gives advanced computer models a big advantage over older GBDT models. The authors created a realistic medical diagnosis benchmark to test these ideas. They then share simple how-to guides for building and tweaking these advanced models using both raw data and older data. Finally, they create a pseudo-feature method that mixes the parts of two sets of data so that only the main model learns which features to look for—something that’s very useful in real-world medical situations.",0.46808510638297873,0.16129032258064516,0.32978723404255317,0.44680851063829785,0.73581076
